Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Duration_Hours,Duration_Mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata
2017,1,6,3,11,30,21,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2018,1,27,6,2,15,19,0,16,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,1,18,5,9,35,22,5,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,1,1,4,9,35,19,10,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,1,6,5,17,0,18,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,1,1,6,9,0,19,15,10,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2023,1,18,5,23,0,7,40,8,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2024,1,9,3,19,45,4,25,8,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2025,1,1,6,8,30,21,0,12,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2026,0,1,4,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2027,2,6,6,6,30,7,25,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2028,2,12,6,16,45,12,30,19,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2029,1,15,6,5,5,16,10,11,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2030,0,12,6,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2031,1,21,5,6,30,9,20,26,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2032,1,3,6,14,55,22,30,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2033,1,9,5,8,45,19,15,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2034,2,27,6,18,20,19,0,24,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2035,1,9,5,9,25,7,55,22,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2036,1,6,3,22,50,10,25,11,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2037,1,6,6,7,10,9,5,25,55,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2038,1,1,4,15,10,20,30,5,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2039,1,15,6,7,5,22,30,15,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2040,2,9,4,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2041,1,9,5,17,30,19,0,25,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2042,0,21,6,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2043,1,9,6,17,0,23,35,6,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2044,0,24,3,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2045,1,1,6,14,55,22,30,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2046,0,3,4,16,55,18,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2047,1,9,6,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2048,0,15,6,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2049,1,6,3,8,0,4,25,20,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2050,0,27,5,6,55,9,30,2,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2051,0,15,4,10,10,13,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2052,2,27,5,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2053,1,21,3,8,25,21,0,12,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2054,0,6,6,6,20,7,40,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2055,2,1,3,8,50,9,25,24,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2056,0,18,3,13,10,14,30,1,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2057,1,6,6,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2058,1,15,6,2,15,19,0,16,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2059,2,24,5,5,50,13,15,7,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2060,1,24,3,16,55,19,40,26,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2061,1,9,6,9,15,21,0,11,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2062,2,15,6,6,45,4,25,21,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2063,1,24,6,15,0,19,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2064,1,27,3,7,30,15,30,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2065,1,9,3,21,25,7,40,10,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2066,1,24,6,3,50,19,0,15,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2067,0,15,6,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2068,0,12,4,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2069,1,9,6,20,0,16,20,20,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2070,1,15,6,7,0,21,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2071,1,21,3,20,50,4,25,7,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2072,0,24,5,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2073,1,9,5,14,5,4,40,14,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2074,1,27,6,10,35,19,15,8,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2075,1,12,6,8,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2076,1,6,6,8,25,19,50,11,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2077,0,18,5,18,55,21,50,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2078,0,9,5,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2079,1,1,3,0,30,20,30,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2080,2,9,5,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2081,0,21,5,9,50,13,5,3,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2082,1,9,6,10,35,19,0,8,25,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2083,0,27,3,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2084,1,27,3,13,0,1,35,12,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2085,0,1,3,18,55,21,45,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2086,1,18,5,21,50,4,25,6,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2087,1,15,5,9,35,14,25,28,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2088,0,9,3,6,30,8,0,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2089,1,21,3,11,40,7,40,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2090,1,21,5,8,25,8,15,23,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2091,0,27,4,5,10,8,0,2,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2092,2,24,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2093,2,9,6,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2094,1,27,5,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2095,1,21,3,8,55,7,40,22,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2096,2,6,6,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2097,1,3,3,10,45,1,35,14,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2098,1,18,5,8,0,19,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2099,1,1,3,14,5,19,10,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2100,0,24,3,16,55,18,25,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2101,0,24,5,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2102,0,27,6,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2103,1,24,6,10,0,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2104,0,3,6,14,25,17,40,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2105,0,9,3,23,25,2,10,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2106,1,27,3,19,0,1,35,6,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2107,1,9,6,21,10,22,35,25,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2108,1,15,3,21,25,5,5,7,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2109,0,6,4,14,25,16,55,2,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2110,1,21,3,8,0,21,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2111,1,21,3,9,0,21,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2112,1,21,5,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2113,0,24,3,20,30,23,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2114,0,27,6,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2115,0,3,3,19,40,22,20,2,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2116,1,21,5,18,35,1,30,6,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2117,1,1,4,16,30,22,35,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2118,2,21,5,23,5,19,0,19,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2119,1,15,6,14,0,21,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2120,1,1,6,19,15,19,0,23,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2121,1,3,3,7,30,12,20,4,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2122,1,6,6,7,5,12,35,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2123,1,12,5,9,25,18,30,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2124,1,24,3,19,45,20,40,24,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2125,2,24,6,19,10,19,0,23,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2126,1,15,4,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2127,1,1,3,8,0,8,15,24,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2128,0,27,4,7,0,9,40,2,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2129,0,1,4,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2130,0,15,5,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2131,1,9,6,6,30,12,0,5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2132,0,12,5,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2133,0,1,4,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2134,2,6,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2135,1,21,5,17,30,4,25,10,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2136,1,12,6,7,0,19,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2137,1,9,5,9,35,23,35,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2138,2,27,5,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2139,1,18,3,5,45,18,25,12,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2140,0,21,6,19,30,22,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2141,0,9,5,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2142,1,9,6,5,10,10,5,4,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2143,2,12,6,12,20,19,15,30,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2144,0,15,5,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2145,0,18,6,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2146,0,3,3,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2147,1,12,6,11,40,19,15,7,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2148,0,15,5,6,0,9,10,3,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2149,0,1,4,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2150,1,6,3,8,0,8,15,24,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2151,1,15,4,8,45,13,15,4,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2152,1,6,3,6,0,15,30,9,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2153,1,18,5,20,55,19,0,22,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2154,2,24,6,23,5,4,25,29,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2155,1,27,6,18,0,1,30,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2156,1,3,4,16,0,21,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2157,0,27,6,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2158,0,27,3,7,10,8,35,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2159,0,12,5,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2160,0,3,6,22,15,0,50,2,35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2161,1,9,3,16,50,21,35,4,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2162,1,21,5,20,55,4,25,7,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2163,0,21,3,21,20,22,45,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2164,2,1,4,12,0,11,10,23,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2165,1,24,5,16,30,9,20,16,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2166,0,21,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2167,0,6,6,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2168,0,1,6,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2169,0,6,4,17,45,20,45,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2170,1,6,6,10,35,19,35,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2171,2,9,6,12,0,11,10,23,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2172,3,18,5,5,15,19,15,38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2173,1,9,6,8,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2174,1,6,3,16,10,22,20,6,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2175,1,18,3,8,55,18,25,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2176,1,9,6,9,35,22,5,12,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2177,0,15,4,14,25,17,40,3,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2178,1,3,4,6,15,10,30,4,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2179,2,21,3,19,10,18,50,23,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2180,0,15,5,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2181,2,27,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2182,0,3,6,17,45,20,5,2,20,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2183,1,15,3,11,50,13,0,25,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2184,0,15,5,14,15,16,45,2,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2185,1,9,5,23,30,4,35,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2186,1,1,6,16,45,22,25,5,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2187,1,21,3,7,0,12,50,5,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2188,1,6,6,10,0,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2189,0,18,6,9,0,11,25,2,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2190,1,21,3,11,40,18,50,7,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2191,2,27,6,18,20,12,35,18,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2192,0,12,5,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2193,2,9,5,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2194,0,21,5,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2195,1,24,5,19,20,23,45,4,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2196,1,24,6,7,30,19,15,11,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2197,1,27,3,8,0,15,30,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2198,1,27,5,13,0,19,15,6,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2199,0,24,5,10,20,11,50,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2200,0,24,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2201,0,6,4,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2202,1,6,6,16,45,21,5,28,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2203,0,24,6,7,55,10,15,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2204,1,3,6,8,35,22,30,13,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2205,1,3,6,23,30,4,35,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2206,1,27,6,15,0,1,30,10,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2207,1,21,5,8,25,20,45,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2208,0,9,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2209,2,27,3,17,15,9,25,16,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2210,0,6,4,10,0,12,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2211,2,9,6,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2212,1,1,3,16,15,20,35,4,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2213,1,9,6,6,5,11,20,5,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2214,0,9,4,6,0,8,45,2,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2215,1,18,5,16,0,1,30,9,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2216,0,12,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2217,1,6,3,15,0,1,35,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2218,1,15,5,8,30,19,15,10,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2219,1,21,5,9,25,18,30,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2220,0,9,3,22,5,0,25,2,20,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2221,1,3,3,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2222,1,6,3,23,5,19,45,20,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2223,0,24,4,7,10,10,10,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2224,1,9,3,6,0,19,45,13,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2225,0,9,5,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2226,1,15,5,6,5,11,20,5,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2227,1,12,3,19,40,9,10,13,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2228,1,6,5,9,35,18,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2229,2,6,5,10,0,5,25,19,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2230,1,24,5,7,30,21,0,13,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2231,2,12,6,5,50,20,25,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2232,1,12,6,8,0,4,25,20,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2233,1,6,3,7,0,19,10,12,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2234,1,24,6,13,0,4,25,15,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2235,1,24,6,11,25,19,15,7,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2236,1,3,3,10,20,1,35,15,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2237,0,12,6,7,10,10,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2238,1,15,3,9,30,16,20,6,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2239,1,6,5,9,35,9,45,24,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2240,1,12,6,20,30,20,25,23,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2241,1,18,5,13,0,12,35,23,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2242,1,12,5,9,35,23,35,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2243,1,24,5,9,35,14,25,28,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2244,0,9,4,6,0,9,10,3,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2245,1,18,5,8,25,12,0,27,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2246,1,21,5,21,10,4,40,7,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2247,1,6,6,17,55,22,50,4,55,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2248,2,21,3,9,45,21,20,11,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
